TicketID,CreatedDateTime,CreatedDate,CreatedHour,PriorityKey,CategoryKey,TeamKey,AgentKey,Channel,Status,IsOpen,FirstResponseDateTime,ResolvedDateTime,ResolvedDate,ResponseDueDateTime,ResolutionDueDateTime,ResponseMinutes,ResolutionHours,ResponseSLAMet,ResolutionSLAMet,SLAStatus,ReassignmentCount,Reopened,CSATScore
INC1009220,2025-11-03 09:04:39,2025-11-03,9,3,5,1,9,Portal,Closed,0,2025-11-03 09:36:49,2025-11-03 15:08:18,2025-11-03,2025-11-03 11:04:39,2025-11-04 09:04:39,32.2,6.06,1,1,Met,0,0,
INC1009221,2025-11-03 09:11:30,2025-11-03,9,3,8,2,19,Email,Closed,0,2025-11-03 09:28:19,2025-11-03 22:47:24,2025-11-03,2025-11-03 11:11:30,2025-11-04 09:11:30,16.8,13.6,1,1,Met,0,0,
INC1009222,2025-11-03 09:11:50,2025-11-03,9,3,17,5,35,Portal,Closed,0,2025-11-03 10:34:25,2025-11-03 20:23:10,2025-11-03,2025-11-03 11:11:50,2025-11-04 09:11:50,82.6,11.19,1,1,Met,0,0,
INC1009223,2025-11-03 09:13:05,2025-11-03,9,1,14,4,30,Portal,Closed,0,2025-11-03 09:21:11,2025-11-03 10:28:31,2025-11-03,2025-11-03 09:28:05,2025-11-03 13:13:05,8.1,1.26,1,1,Met,0,0,4
INC1009224,2025-11-03 09:13:44,2025-11-03,9,4,4,1,2,Portal,Closed,0,2025-11-03 13:53:17,2025-11-04 15:24:49,2025-11-04,2025-11-03 17:13:44,2025-11-06 09:13:44,279.6,30.18,1,1,Met,0,0,
INC1009225,2025-11-03 09:14:24,2025-11-03,9,3,8,2,20,Chat,Closed,0,2025-11-03 09:45:15,2025-11-04 00:19:43,2025-11-04,2025-11-03 11:14:24,2025-11-04 09:14:24,30.9,15.09,1,1,Met,0,0,
INC1009226,2025-11-03 09:14:36,2025-11-03,9,4,10,3,23,Phone,Closed,0,2025-11-03 11:56:13,2025-11-05 23:29:13,2025-11-05,2025-11-03 17:14:36,2025-11-06 09:14:36,161.6,62.24,1,1,Met,1,0,
INC1009227,2025-11-03 09:20:35,2025-11-03,9,4,1,1,10,Phone,Closed,0,2025-11-03 10:17:50,2025-11-03 14:42:28,2025-11-03,2025-11-03 17:20:35,2025-11-06 09:20:35,57.3,5.36,1,1,Met,0,0,5
INC1009228,2025-11-03 09:23:00,2025-11-03,9,3,1,1,12,Portal,Closed,0,2025-11-03 10:22:57,2025-11-03 11:53:06,2025-11-03,2025-11-03 11:23:00,2025-11-04 09:23:00,60.0,2.5,1,1,Met,0,0,
INC1009229,2025-11-03 09:23:18,2025-11-03,9,3,5,1,6,Email,Closed,0,2025-11-03 10:44:45,2025-11-03 23:33:07,2025-11-03,2025-11-03 11:23:18,2025-11-04 09:23:18,81.5,14.16,1,1,Met,0,0,
INC1009230,2025-11-03 09:40:15,2025-11-03,9,4,3,1,13,Phone,Closed,0,2025-11-03 11:22:27,2025-11-05 05:03:13,2025-11-05,2025-11-03 17:40:15,2025-11-06 09:40:15,102.2,43.38,1,1,Met,1,0,
INC1009231,2025-11-03 09:45:29,2025-11-03,9,4,2,1,4,Portal,Closed,0,2025-11-03 17:08:11,2025-11-04 03:12:07,2025-11-04,2025-11-03 17:45:29,2025-11-06 09:45:29,442.7,17.44,1,1,Met,0,0,
INC1009232,2025-11-03 09:53:32,2025-11-03,9,4,9,2,20,Email,Closed,0,2025-11-03 16:54:14,2025-11-04 00:46:38,2025-11-04,2025-11-03 17:53:32,2025-11-06 09:53:32,420.7,14.89,1,1,Met,0,0,
INC1009233,2025-11-03 09:54:15,2025-11-03,9,2,16,4,33,Chat,Closed,0,2025-11-03 10:01:18,2025-11-03 11:39:27,2025-11-03,2025-11-03 10:24:15,2025-11-03 17:54:15,7.1,1.75,1,1,Met,0,0,
INC1009234,2025-11-03 10:00:05,2025-11-03,10,3,3,1,4,Chat,Closed,0,2025-11-03 10:49:44,2025-11-03 17:22:28,2025-11-03,2025-11-03 12:00:05,2025-11-04 10:00:05,49.7,7.37,1,1,Met,0,0,
INC1009235,2025-11-03 10:03:35,2025-11-03,10,3,12,3,22,Email,Closed,0,2025-11-03 10:40:40,2025-11-03 23:16:08,2025-11-03,2025-11-03 12:03:35,2025-11-04 10:03:35,37.1,13.21,1,1,Met,1,0,4
INC1009236,2025-11-03 10:06:10,2025-11-03,10,2,3,1,9,Phone,Closed,0,2025-11-03 10:16:36,2025-11-03 13:38:04,2025-11-03,2025-11-03 10:36:10,2025-11-03 18:06:10,10.4,3.53,1,1,Met,0,0,5
INC1009237,2025-11-03 10:07:10,2025-11-03,10,3,13,3,25,Email,Closed,0,2025-11-03 12:18:48,2025-11-03 18:55:08,2025-11-03,2025-11-03 12:07:10,2025-11-04 10:07:10,131.6,8.8,0,1,Met,0,0,
INC1009238,2025-11-03 10:08:37,2025-11-03,10,4,1,1,7,Portal,Closed,0,2025-11-03 11:38:59,2025-11-03 19:18:44,2025-11-03,2025-11-03 18:08:37,2025-11-06 10:08:37,90.4,9.17,1,1,Met,0,0,
INC1009239,2025-11-03 10:13:46,2025-11-03,10,2,12,3,28,Email,Closed,0,2025-11-03 10:27:01,2025-11-03 13:23:58,2025-11-03,2025-11-03 10:43:46,2025-11-03 18:13:46,13.3,3.17,1,1,Met,0,0,5
INC1009240,2025-11-03 10:15:48,2025-11-03,10,4,1,1,3,Email,Closed,0,2025-11-03 16:35:24,2025-11-03 21:50:25,2025-11-03,2025-11-03 18:15:48,2025-11-06 10:15:48,379.6,11.58,1,1,Met,0,0,
INC1009241,2025-11-03 10:17:16,2025-11-03,10,3,19,6,38,Chat,Closed,0,2025-11-03 11:12:39,2025-11-03 20:20:59,2025-11-03,2025-11-03 12:17:16,2025-11-04 10:17:16,55.4,10.06,1,1,Met,2,0,
INC1009242,2025-11-03 10:18:41,2025-11-03,10,3,8,2,18,Phone,Closed,0,2025-11-03 10:40:05,2025-11-03 22:42:47,2025-11-03,2025-11-03 12:18:41,2025-11-04 10:18:41,21.4,12.4,1,1,Met,0,0,4
INC1009243,2025-11-03 10:23:31,2025-11-03,10,2,3,1,5,Email,Closed,0,2025-11-03 10:44:21,2025-11-03 12:13:53,2025-11-03,2025-11-03 10:53:31,2025-11-03 18:23:31,20.8,1.84,1,1,Met,0,0,
INC1009244,2025-11-03 10:23:57,2025-11-03,10,4,3,1,13,Email,Closed,0,2025-11-03 16:12:23,2025-11-04 09:09:29,2025-11-04,2025-11-03 18:23:57,2025-11-06 10:23:57,348.4,22.76,1,1,Met,0,0,5
INC1009245,2025-11-03 10:31:05,2025-11-03,10,4,1,1,8,Chat,Closed,0,2025-11-03 15:38:55,2025-11-04 03:44:51,2025-11-04,2025-11-03 18:31:05,2025-11-06 10:31:05,307.8,17.23,1,1,Met,0,0,
INC1009246,2025-11-03 10:33:00,2025-11-03,10,1,10,3,22,Portal,Closed,0,2025-11-03 10:40:47,2025-11-03 12:44:26,2025-11-03,2025-11-03 10:48:00,2025-11-03 14:33:00,7.8,2.19,1,1,Met,0,0,
INC1009247,2025-11-03 10:36:36,2025-11-03,10,4,2,1,11,Phone,Closed,0,2025-11-03 12:53:00,2025-11-14 02:55:36,2025-11-14,2025-11-03 18:36:36,2025-11-06 10:36:36,136.4,256.32,1,0,Breached,0,0,3
INC1009248,2025-11-03 10:37:52,2025-11-03,10,3,13,3,25,Email,Closed,0,2025-11-03 11:35:07,2025-11-03 16:29:08,2025-11-03,2025-11-03 12:37:52,2025-11-04 10:37:52,57.3,5.85,1,1,Met,0,0,5
INC1009249,2025-11-03 10:38:26,2025-11-03,10,1,7,2,15,Portal,Closed,0,2025-11-03 10:55:47,2025-11-03 17:34:22,2025-11-03,2025-11-03 10:53:26,2025-11-03 14:38:26,17.4,6.93,0,0,Breached,3,0,2
INC1009250,2025-11-03 10:45:59,2025-11-03,10,4,6,1,11,Chat,Closed,0,2025-11-03 12:12:25,2025-11-04 12:59:33,2025-11-04,2025-11-03 18:45:59,2025-11-06 10:45:59,86.4,26.23,1,1,Met,0,0,
INC1009251,2025-11-03 10:48:09,2025-11-03,10,3,9,2,19,Phone,Closed,0,2025-11-03 10:59:39,2025-11-03 17:22:21,2025-11-03,2025-11-03 12:48:09,2025-11-04 10:48:09,11.5,6.57,1,1,Met,0,0,
INC1009252,2025-11-03 10:49:34,2025-11-03,10,3,13,3,25,Portal,Closed,0,2025-11-03 11:27:05,2025-11-03 21:51:38,2025-11-03,2025-11-03 12:49:34,2025-11-04 10:49:34,37.5,11.03,1,1,Met,0,0,
INC1009253,2025-11-03 10:51:50,2025-11-03,10,3,4,1,13,Chat,Closed,0,2025-11-03 11:14:39,2025-11-03 16:20:05,2025-11-03,2025-11-03 12:51:50,2025-11-04 10:51:50,22.8,5.47,1,1,Met,0,0,
INC1009254,2025-11-03 10:55:27,2025-11-03,10,3,10,3,22,Portal,Closed,0,2025-11-03 11:10:50,2025-11-03 22:35:25,2025-11-03,2025-11-03 12:55:27,2025-11-04 10:55:27,15.4,11.67,1,1,Met,0,0,4
INC1009255,2025-11-03 10:58:06,2025-11-03,10,4,13,3,26,Email,Closed,0,2025-11-03 18:33:07,2025-11-04 11:34:19,2025-11-04,2025-11-03 18:58:06,2025-11-06 10:58:06,455.0,24.6,1,1,Met,0,0,
INC1009256,2025-11-03 11:03:39,2025-11-03,11,3,10,3,28,Portal,Closed,0,2025-11-03 11:56:07,2025-11-03 16:22:56,2025-11-03,2025-11-03 13:03:39,2025-11-04 11:03:39,52.5,5.32,1,1,Met,0,0,
INC1009257,2025-11-03 11:21:20,2025-11-03,11,4,2,1,10,Portal,Closed,0,2025-11-03 15:51:36,2025-11-03 22:45:53,2025-11-03,2025-11-03 19:21:20,2025-11-06 11:21:20,270.3,11.41,1,1,Met,0,0,
INC1009258,2025-11-03 11:21:53,2025-11-03,11,3,3,1,14,Portal,Closed,0,2025-11-03 12:08:32,2025-11-03 22:12:16,2025-11-03,2025-11-03 13:21:53,2025-11-04 11:21:53,46.7,10.84,1,1,Met,0,1,
INC1009259,2025-11-03 11:26:35,2025-11-03,11,4,2,1,9,Phone,Closed,0,2025-11-03 13:01:41,2025-11-13 00:03:04,2025-11-13,2025-11-03 19:26:35,2025-11-06 11:26:35,95.1,228.61,1,0,Breached,0,0,
INC1009260,2025-11-03 11:28:34,2025-11-03,11,2,12,3,23,Portal,Closed,0,2025-11-03 11:42:38,2025-11-03 17:25:33,2025-11-03,2025-11-03 11:58:34,2025-11-03 19:28:34,14.1,5.95,1,1,Met,0,0,
INC1009261,2025-11-03 11:28:51,2025-11-03,11,4,3,1,11,Portal,Closed,0,2025-11-03 14:14:00,2025-11-05 23:35:12,2025-11-05,2025-11-03 19:28:51,2025-11-06 11:28:51,165.2,60.11,1,1,Met,2,0,
INC1009262,2025-11-03 11:29:25,2025-11-03,11,4,3,1,2,Portal,Closed,0,2025-11-03 13:00:41,2025-11-03 20:54:29,2025-11-03,2025-11-03 19:29:25,2025-11-06 11:29:25,91.3,9.42,1,1,Met,0,0,
INC1009263,2025-11-03 11:36:06,2025-11-03,11,4,1,1,9,Portal,Closed,0,2025-11-03 15:45:24,2025-11-04 09:15:55,2025-11-04,2025-11-03 19:36:06,2025-11-06 11:36:06,249.3,21.66,1,1,Met,1,0,
INC1009264,2025-11-03 11:38:02,2025-11-03,11,3,7,2,18,Portal,Closed,0,2025-11-03 13:45:09,2025-11-04 06:20:38,2025-11-04,2025-11-03 13:38:02,2025-11-04 11:38:02,127.1,18.71,0,1,Met,1,0,
INC1009265,2025-11-03 11:40:30,2025-11-03,11,3,10,3,26,Portal,Closed,0,2025-11-03 12:38:16,2025-11-04 21:20:24,2025-11-04,2025-11-03 13:40:30,2025-11-04 11:40:30,57.8,33.67,1,0,Breached,3,0,
INC1009266,2025-11-03 11:43:06,2025-11-03,11,3,2,1,11,Phone,Closed,0,2025-11-03 11:54:44,2025-11-03 18:01:06,2025-11-03,2025-11-03 13:43:06,2025-11-04 11:43:06,11.6,6.3,1,1,Met,1,0,
INC1009267,2025-11-03 11:47:48,2025-11-03,11,3,7,2,19,Email,Closed,0,2025-11-03 12:40:08,2025-11-04 04:39:14,2025-11-04,2025-11-03 13:47:48,2025-11-04 11:47:48,52.3,16.86,1,1,Met,1,1,5
INC1009268,2025-11-03 11:51:12,2025-11-03,11,4,12,3,25,Portal,Closed,0,2025-11-03 15:18:51,2025-11-04 11:30:11,2025-11-04,2025-11-03 19:51:12,2025-11-06 11:51:12,207.7,23.65,1,1,Met,1,0,
INC1009269,2025-11-03 11:53:24,2025-11-03,11,3,10,3,28,Phone,Closed,0,2025-11-03 12:23:12,2025-11-04 03:44:31,2025-11-04,2025-11-03 13:53:24,2025-11-04 11:53:24,29.8,15.85,1,1,Met,1,0,
INC1009270,2025-11-03 11:59:37,2025-11-03,11,4,2,1,11,Email,Closed,0,2025-11-03 14:53:41,2025-11-03 15:06:55,2025-11-03,2025-11-03 19:59:37,2025-11-06 11:59:37,174.1,3.12,1,1,Met,0,0,
INC1009271,2025-11-03 12:06:33,2025-11-03,12,3,14,4,33,Portal,Closed,0,2025-11-03 12:36:29,2025-11-04 12:05:22,2025-11-04,2025-11-03 14:06:33,2025-11-04 12:06:33,29.9,23.98,1,1,Met,0,0,
INC1009272,2025-11-03 12:08:21,2025-11-03,12,4,5,1,3,Phone,Closed,0,2025-11-03 14:01:24,2025-11-05 01:53:53,2025-11-05,2025-11-03 20:08:21,2025-11-06 12:08:21,113.1,37.76,1,1,Met,0,0,5
INC1009273,2025-11-03 12:09:53,2025-11-03,12,3,16,4,34,Portal,Closed,0,2025-11-03 13:07:11,2025-11-03 21:35:39,2025-11-03,2025-11-03 14:09:53,2025-11-04 12:09:53,57.3,9.43,1,1,Met,0,0,4
INC1009274,2025-11-03 12:10:40,2025-11-03,12,3,14,4,32,Chat,Closed,0,2025-11-03 12:37:26,2025-11-04 10:45:15,2025-11-04,2025-11-03 14:10:40,2025-11-04 12:10:40,26.8,22.58,1,1,Met,0,0,
INC1009275,2025-11-03 12:11:05,2025-11-03,12,3,10,3,21,Portal,Closed,0,2025-11-03 13:23:14,2025-11-04 14:56:29,2025-11-04,2025-11-03 14:11:05,2025-11-04 12:11:05,72.2,26.76,1,0,Breached,1,0,
INC1009276,2025-11-03 12:13:14,2025-11-03,12,3,7,2,19,Portal,Closed,0,2025-11-03 12:23:18,2025-11-06 10:34:20,2025-11-06,2025-11-03 14:13:14,2025-11-04 12:13:14,10.1,70.35,1,0,Breached,2,0,1
INC1009277,2025-11-03 12:23:50,2025-11-03,12,3,14,4,34,Email,Closed,0,2025-11-03 13:44:39,2025-11-03 17:05:59,2025-11-03,2025-11-03 14:23:50,2025-11-04 12:23:50,80.8,4.7,1,1,Met,0,0,
INC1009278,2025-11-03 12:24:28,2025-11-03,12,3,10,3,29,Phone,Closed,0,2025-11-03 12:43:20,2025-11-04 16:44:43,2025-11-04,2025-11-03 14:24:28,2025-11-04 12:24:28,18.9,28.34,1,0,Breached,2,0,
INC1009279,2025-11-03 12:44:20,2025-11-03,12,2,8,2,19,Portal,Closed,0,2025-11-03 12:54:22,2025-11-03 17:02:14,2025-11-03,2025-11-03 13:14:20,2025-11-03 20:44:20,10.0,4.3,1,1,Met,1,0,
INC1009280,2025-11-03 12:44:27,2025-11-03,12,4,4,1,3,Phone,Closed,0,2025-11-03 14:00:46,2025-11-04 06:46:03,2025-11-04,2025-11-03 20:44:27,2025-11-06 12:44:27,76.3,18.03,1,1,Met,0,0,
INC1009281,2025-11-03 12:45:12,2025-11-03,12,3,13,3,21,Chat,Closed,0,2025-11-03 13:33:11,2025-11-04 04:08:54,2025-11-04,2025-11-03 14:45:12,2025-11-04 12:45:12,48.0,15.4,1,1,Met,0,1,4
INC1009282,2025-11-03 12:47:29,2025-11-03,12,2,14,4,31,Portal,Closed,0,2025-11-03 13:05:53,2025-11-03 14:04:07,2025-11-03,2025-11-03 13:17:29,2025-11-03 20:47:29,18.4,1.28,1,1,Met,0,0,5
INC1009283,2025-11-03 12:49:43,2025-11-03,12,2,10,3,25,Portal,Closed,0,2025-11-03 12:54:23,2025-11-03 20:05:09,2025-11-03,2025-11-03 13:19:43,2025-11-03 20:49:43,4.7,7.26,1,1,Met,2,0,
INC1009284,2025-11-03 12:49:55,2025-11-03,12,2,10,3,27,Email,Closed,0,2025-11-03 12:58:55,2025-11-03 14:19:21,2025-11-03,2025-11-03 13:19:55,2025-11-03 20:49:55,9.0,1.49,1,1,Met,0,0,
INC1009285,2025-11-03 12:54:53,2025-11-03,12,4,12,3,29,Portal,Closed,0,2025-11-03 16:15:14,2025-11-05 18:58:19,2025-11-05,2025-11-03 20:54:53,2025-11-06 12:54:53,200.4,54.06,1,1,Met,0,0,
INC1009286,2025-11-03 13:01:13,2025-11-03,13,4,10,3,29,Phone,Closed,0,2025-11-03 16:06:26,2025-11-08 00:33:21,2025-11-08,2025-11-03 21:01:13,2025-11-06 13:01:13,185.2,107.54,1,0,Breached,1,0,
INC1009287,2025-11-03 13:03:52,2025-11-03,13,2,10,3,22,Portal,Closed,0,2025-11-03 13:23:08,2025-11-03 16:02:40,2025-11-03,2025-11-03 13:33:52,2025-11-03 21:03:52,19.3,2.98,1,1,Met,0,1,5
INC1009288,2025-11-03 13:05:08,2025-11-03,13,3,5,1,13,Portal,Closed,0,2025-11-03 14:50:09,2025-11-03 17:05:27,2025-11-03,2025-11-03 15:05:08,2025-11-04 13:05:08,105.0,4.01,1,1,Met,0,0,
INC1009289,2025-11-03 13:05:28,2025-11-03,13,3,4,1,14,Portal,Closed,0,2025-11-03 14:01:54,2025-11-03 17:33:11,2025-11-03,2025-11-03 15:05:28,2025-11-04 13:05:28,56.4,4.46,1,1,Met,0,0,
INC1009290,2025-11-03 13:09:30,2025-11-03,13,3,4,1,13,Email,Closed,0,2025-11-03 14:04:16,2025-11-03 20:30:10,2025-11-03,2025-11-03 15:09:30,2025-11-04 13:09:30,54.8,7.34,1,1,Met,0,0,4
INC1009291,2025-11-03 13:13:56,2025-11-03,13,2,10,3,23,Chat,Closed,0,2025-11-03 13:24:09,2025-11-03 17:09:36,2025-11-03,2025-11-03 13:43:56,2025-11-03 21:13:56,10.2,3.93,1,1,Met,0,0,
INC1009292,2025-11-03 13:15:56,2025-11-03,13,2,14,4,34,Phone,Closed,0,2025-11-03 13:30:42,2025-11-04 01:31:43,2025-11-04,2025-11-03 13:45:56,2025-11-03 21:15:56,14.8,12.26,1,0,Breached,0,0,
INC1009293,2025-11-03 13:17:20,2025-11-03,13,3,3,1,10,Portal,Closed,0,2025-11-03 14:15:28,2025-11-03 17:22:39,2025-11-03,2025-11-03 15:17:20,2025-11-04 13:17:20,58.1,4.09,1,1,Met,0,0,5
INC1009294,2025-11-03 13:17:37,2025-11-03,13,2,10,3,28,Phone,Closed,0,2025-11-03 13:22:46,2025-11-03 16:34:15,2025-11-03,2025-11-03 13:47:37,2025-11-03 21:17:37,5.2,3.28,1,1,Met,1,0,
INC1009295,2025-11-03 13:19:07,2025-11-03,13,3,8,2,16,Phone,Closed,0,2025-11-03 13:33:41,2025-11-03 18:41:13,2025-11-03,2025-11-03 15:19:07,2025-11-04 13:19:07,14.6,5.37,1,1,Met,0,0,
INC1009296,2025-11-03 13:24:08,2025-11-03,13,3,8,2,15,Chat,Closed,0,2025-11-03 14:01:10,2025-11-03 15:49:22,2025-11-03,2025-11-03 15:24:08,2025-11-04 13:24:08,37.0,2.42,1,1,Met,0,0,
INC1009297,2025-11-03 13:24:26,2025-11-03,13,4,3,1,4,Portal,Closed,0,2025-11-03 16:15:45,2025-11-04 21:34:30,2025-11-04,2025-11-03 21:24:26,2025-11-06 13:24:26,171.3,32.17,1,1,Met,0,0,
INC1009298,2025-11-03 13:29:42,2025-11-03,13,3,15,4,34,Email,Closed,0,2025-11-03 15:00:34,2025-11-04 07:38:30,2025-11-04,2025-11-03 15:29:42,2025-11-04 13:29:42,90.9,18.15,1,1,Met,1,0,
INC1009299,2025-11-03 13:30:51,2025-11-03,13,4,1,1,6,Email,Closed,0,2025-11-03 20:27:13,2025-11-03 20:30:13,2025-11-03,2025-11-03 21:30:51,2025-11-06 13:30:51,416.4,6.99,1,1,Met,0,0,
INC1009300,2025-11-03 13:37:01,2025-11-03,13,4,3,1,7,Portal,Closed,0,2025-11-03 22:10:22,2025-11-03 22:13:22,2025-11-03,2025-11-03 21:37:01,2025-11-06 13:37:01,513.4,8.61,0,1,Met,0,0,
INC1009301,2025-11-03 13:37:09,2025-11-03,13,3,13,3,23,Phone,Closed,0,2025-11-03 14:08:57,2025-11-04 00:53:25,2025-11-04,2025-11-03 15:37:09,2025-11-04 13:37:09,31.8,11.27,1,1,Met,0,0,
INC1009302,2025-11-03 13:40:31,2025-11-03,13,3,12,3,28,Portal,Closed,0,2025-11-03 14:24:41,2025-11-03 19:29:23,2025-11-03,2025-11-03 15:40:31,2025-11-04 13:40:31,44.2,5.81,1,1,Met,0,0,
INC1009303,2025-11-03 13:41:50,2025-11-03,13,4,2,1,6,Portal,Closed,0,2025-11-03 18:44:08,2025-11-03 21:42:10,2025-11-03,2025-11-03 21:41:50,2025-11-06 13:41:50,302.3,8.01,1,1,Met,0,0,5
INC1009304,2025-11-03 13:43:50,2025-11-03,13,4,4,1,2,Portal,Closed,0,2025-11-03 16:09:42,2025-11-04 17:23:56,2025-11-04,2025-11-03 21:43:50,2025-11-06 13:43:50,145.9,27.67,1,1,Met,0,0,5
INC1009305,2025-11-03 13:47:46,2025-11-03,13,4,1,1,11,Portal,Closed,0,2025-11-03 18:56:20,2025-11-03 20:52:13,2025-11-03,2025-11-03 21:47:46,2025-11-06 13:47:46,308.6,7.07,1,1,Met,0,0,
INC1009306,2025-11-03 13:48:28,2025-11-03,13,3,4,1,7,Portal,Closed,0,2025-11-03 14:10:37,2025-11-03 21:25:16,2025-11-03,2025-11-03 15:48:28,2025-11-04 13:48:28,22.2,7.61,1,1,Met,0,0,5
INC1009307,2025-11-03 13:51:33,2025-11-03,13,3,12,3,21,Portal,Closed,0,2025-11-03 14:41:26,2025-11-04 10:13:27,2025-11-04,2025-11-03 15:51:33,2025-11-04 13:51:33,49.9,20.37,1,1,Met,1,0,
INC1009308,2025-11-03 13:57:25,2025-11-03,13,2,7,2,18,Phone,Closed,0,2025-11-03 14:02:58,2025-11-04 00:59:21,2025-11-04,2025-11-03 14:27:25,2025-11-03 21:57:25,5.6,11.03,1,0,Breached,3,0,2
INC1009309,2025-11-03 14:02:50,2025-11-03,14,4,10,3,27,Portal,Closed,0,2025-11-03 17:26:38,2025-11-06 06:33:14,2025-11-06,2025-11-03 22:02:50,2025-11-06 14:02:50,203.8,64.51,1,1,Met,0,0,
INC1009310,2025-11-03 14:04:40,2025-11-03,14,4,12,3,23,Portal,Closed,0,2025-11-03 19:24:18,2025-11-04 16:34:32,2025-11-04,2025-11-03 22:04:40,2025-11-06 14:04:40,319.6,26.5,1,1,Met,0,0,
INC1009311,2025-11-03 14:07:06,2025-11-03,14,3,16,4,31,Phone,Closed,0,2025-11-03 14:17:55,2025-11-03 18:34:43,2025-11-03,2025-11-03 16:07:06,2025-11-04 14:07:06,10.8,4.46,1,1,Met,0,0,5
INC1009312,2025-11-03 14:08:46,2025-11-03,14,3,3,1,10,Phone,Closed,0,2025-11-03 14:26:37,2025-11-03 20:28:26,2025-11-03,2025-11-03 16:08:46,2025-11-04 14:08:46,17.9,6.33,1,1,Met,0,0,5
INC1009313,2025-11-03 14:14:34,2025-11-03,14,3,15,4,30,Portal,Closed,0,2025-11-03 15:11:24,2025-11-04 10:24:03,2025-11-04,2025-11-03 16:14:34,2025-11-04 14:14:34,56.8,20.16,1,1,Met,0,0,
INC1009314,2025-11-03 14:16:02,2025-11-03,14,3,20,6,40,Portal,Closed,0,2025-11-03 17:16:12,2025-11-03 17:56:22,2025-11-03,2025-11-03 16:16:02,2025-11-04 14:16:02,180.2,3.67,0,1,Met,0,0,
INC1009315,2025-11-03 14:20:34,2025-11-03,14,2,17,5,35,Portal,Closed,0,2025-11-03 14:27:01,2025-11-03 21:36:15,2025-11-03,2025-11-03 14:50:34,2025-11-03 22:20:34,6.5,7.26,1,1,Met,1,0,3
INC1009316,2025-11-03 14:26:40,2025-11-03,14,4,7,2,18,Portal,Closed,0,2025-11-03 17:56:27,2025-11-05 08:06:02,2025-11-05,2025-11-03 22:26:40,2025-11-06 14:26:40,209.8,41.66,1,1,Met,0,0,4
INC1009317,2025-11-03 14:26:51,2025-11-03,14,3,8,2,19,Portal,Closed,0,2025-11-03 15:29:42,2025-11-04 05:11:00,2025-11-04,2025-11-03 16:26:51,2025-11-04 14:26:51,62.9,14.74,1,1,Met,2,0,4
INC1009318,2025-11-03 14:32:36,2025-11-03,14,3,3,1,6,Portal,Closed,0,2025-11-03 15:28:56,2025-11-04 01:06:44,2025-11-04,2025-11-03 16:32:36,2025-11-04 14:32:36,56.3,10.57,1,1,Met,0,0,5
INC1009319,2025-11-03 14:35:49,2025-11-03,14,3,17,5,35,Portal,Closed,0,2025-11-03 16:09:38,2025-11-03 22:43:31,2025-11-03,2025-11-03 16:35:49,2025-11-04 14:35:49,93.8,8.13,1,1,Met,0,0,
INC1009320,2025-11-03 14:42:40,2025-11-03,14,4,12,3,27,Email,Closed,0,2025-11-03 17:21:00,2025-11-04 13:05:28,2025-11-04,2025-11-03 22:42:40,2025-11-06 14:42:40,158.3,22.38,1,1,Met,0,0,
INC1009321,2025-11-03 14:47:11,2025-11-03,14,2,10,3,28,Portal,Closed,0,2025-11-03 15:10:48,2025-11-04 02:02:02,2025-11-04,2025-11-03 15:17:11,2025-11-03 22:47:11,23.6,11.25,1,0,Breached,2,0,
INC1009322,2025-11-03 14:52:45,2025-11-03,14,4,1,1,9,Portal,Closed,0,2025-11-03 19:44:37,2025-11-03 19:47:37,2025-11-03,2025-11-03 22:52:45,2025-11-06 14:52:45,291.9,4.91,1,1,Met,0,0,
INC1009323,2025-11-03 14:56:21,2025-11-03,14,4,19,6,40,Portal,Closed,0,2025-11-03 16:49:46,2025-11-03 20:04:13,2025-11-03,2025-11-03 22:56:21,2025-11-06 14:56:21,113.4,5.13,1,1,Met,0,0,
INC1009324,2025-11-03 14:57:41,2025-11-03,14,3,9,2,16,Chat,Closed,0,2025-11-03 16:11:04,2025-11-04 01:53:01,2025-11-04,2025-11-03 16:57:41,2025-11-04 14:57:41,73.4,10.92,1,1,Met,1,0,
INC1009325,2025-11-03 14:59:34,2025-11-03,14,3,18,5,37,Portal,Closed,0,2025-11-03 15:28:50,2025-11-03 18:53:46,2025-11-03,2025-11-03 16:59:34,2025-11-04 14:59:34,29.3,3.9,1,1,Met,0,0,
INC1009326,2025-11-03 15:06:26,2025-11-03,15,4,13,3,22,Email,Closed,0,2025-11-03 17:52:11,2025-11-04 03:49:06,2025-11-04,2025-11-03 23:06:26,2025-11-06 15:06:26,165.8,12.71,1,1,Met,0,0,
INC1009327,2025-11-03 15:09:02,2025-11-03,15,4,4,1,13,Email,Closed,0,2025-11-04 02:22:15,2025-11-05 14:04:46,2025-11-05,2025-11-03 23:09:02,2025-11-06 15:09:02,673.2,46.93,0,1,Met,1,0,
INC1009328,2025-11-03 15:13:01,2025-11-03,15,4,13,3,28,Portal,Closed,0,2025-11-03 17:23:09,2025-11-04 11:53:46,2025-11-04,2025-11-03 23:13:01,2025-11-06 15:13:01,130.1,20.68,1,1,Met,0,0,
INC1009329,2025-11-03 15:15:52,2025-11-03,15,4,2,1,10,Portal,Closed,0,2025-11-03 17:38:44,2025-11-03 23:55:10,2025-11-03,2025-11-03 23:15:52,2025-11-06 15:15:52,142.9,8.66,1,1,Met,0,0,5
